nom,nom_arabe,nom_berbere,type_etablissement,ville,adresse,adresse_arabe,telephone,site_web,note,nombre_avis,statut_ouverture,latitude,longitude,url_google_maps,terme_recherche,photos_count,langues_detectees,date_extraction,horaires_ouverture,avis_recents,services
مركز نور الفرقان للعلاجات الطبيعية ( أولوز ) (الرقية الشرعية - الحجامة _ التدليك _ المساج _الفوطة النارية_ العلاج بالاعشاب),مركز نور الفرقان للعلاجات الطبيعية أولوز الرقية الشرعية الحجامة التدليك المساج الفوطة النارية العلاج بالاعشاب,,Kinésithérapeute,Aoulouz,"MR78+285 اورير, Av. Mohammed V, Aoulouz",اورير,+212626-422251,,"5,0",5,Ouvert ⋅ Ferme à 22:00,30.6625139,-8.1841291,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%86%D9%88%D8%B1+%D8%A7%D9%84%D9%81%D8%B1%D9%82%D8%A7%D9%86+%D9%84%D9%84%D8%B9%D9%84%D8%A7%D8%AC%D8%A7%D8%AA+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A%D8%A9+%28+%D8%A3%D9%88%D9%84%D9%88%D8%B2+%29+%28%D8%A7%D9%84%D8%B1%D9%82%D9%8A%D8%A9+%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%D8%A9+-+%D8%A7%D9%84%D8%AD%D8%AC%D8%A7%D9%85%D8%A9+_+%D8%A7%D9%84%D8%AA%D8%AF%D9%84%D9%8A%D9%83+_+%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%AC+_%D8%A7%D9%84%D9%81%D9%88%D8%B7%D8%A9+%D8%A7%D9%84%D9%86%D8%A7%D8%B1%D9%8A%D8%A9_+%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC+%D8%A8%D8%A7%D9%84%D8%A7%D8%B9%D8%B4%D8%A7%D8%A8%29%E2%80%AD/data=!4m7!3m6!1s0xdb05feae7d09bbf:0xfea9fc56019332a2!8m2!3d30.6625139!4d-8.1841291!16s%2Fg%2F11t_ltpm9b!19sChIJv5vQ5-pfsA0RojKTAVb8qf4?authuser=0&hl=fr&rclk=1,centre réhabilitation,0,arabe|francais,2025-07-06T15:07:34.153476,{},[],[]
Cabinet de psychothérapie de couple et familiale Oussama Lahlou Alaoui,,,Psychothérapeute,Aoulouz,"G8JC+WCP résidence saadat, Rte d'El Jadida, Casablanca",,+212611-906893,,"5,0",1,Fermé ⋅ Ouvre à 09:00 lun.,33.5323125,-7.6789375,https://www.google.com/maps/place/Cabinet+de+psychoth%C3%A9rapie+de+couple+et+familiale+Oussama+Lahlou+Alaoui/data=!4m7!3m6!1s0xda62d493401bd1f:0x3b6158dd10de48bb!8m2!3d33.5323125!4d-7.6789375!16s%2Fg%2F11ts39qyhj!19sChIJH70BNEktpg0Ru0jeEN1YYTs?authuser=0&hl=fr&rclk=1,thérapeute,0,francais,2025-07-06T15:08:28.427640,{},[],[]
اولوز,اولوز,,Médecin,Aoulouz,"MRGH+Q57, Aoulouz",,,,"3,0",3,,30.6769142,-8.1720819,https://www.google.com/maps/place/%D8%A7%D9%88%D9%84%D9%88%D8%B2%E2%80%AD/data=!4m7!3m6!1s0xdb05f0048670507:0x7ed89424a8be0a60!8m2!3d30.6769142!4d-8.1720819!16s%2Fg%2F11m6n9pylj!19sChIJBwVnSABfsA0RYAq-qCSU2H4?authuser=0&hl=fr&rclk=1,addictologue,0,arabe,2025-07-06T15:09:17.413162,{},[],[]
ثانوية أولوز الاعدادية Collège,ثانوية أولوز الاعدادية,,Collège,Aoulouz,"MRG7+H6V, Aoulouz",,,,"5,0",5,,30.6764905,-8.1869482,https://www.google.com/maps/place/%D8%AB%D8%A7%D9%86%D9%88%D9%8A%D8%A9+%D8%A3%D9%88%D9%84%D9%88%D8%B2+%D8%A7%D9%84%D8%A7%D8%B9%D8%AF%D8%A7%D8%AF%D9%8A%D8%A9+Coll%C3%A8ge%E2%80%AD/data=!4m7!3m6!1s0xdb05f45e9f0f537:0x3f2a30c1cd858360!8m2!3d30.6764905!4d-8.1869482!16s%2Fg%2F11k2kw5z7k!19sChIJN_Xw6UVfsA0RYIOFzcEwKj8?authuser=0&hl=fr&rclk=1,مركز التأهيل,2,arabe|francais,2025-07-06T15:16:02.182712,{},[],[]
Cabinet Pédopsychiatrie Californie : Dr MABCHOUR Fayrouz,,,Pédopsychiatre,Aoulouz,"1 er étage, N° 6, Résidence Assakane Al Anik, 405 Bd Al Qods, Casablanca",,+2125225-26364,,"4,9",20,Fermé ⋅ Ouvre à 09:00 lun.,33.5338576,-7.6122488,https://www.google.com/maps/place/Cabinet+P%C3%A9dopsychiatrie+Californie+:+Dr+MABCHOUR+Fayrouz/data=!4m7!3m6!1s0xda62d00056d6d2b:0xd8617d4d36cb27d5!8m2!3d33.5338576!4d-7.6122488!16s%2Fg%2F11vql2phfg!19sChIJK21tBQAtpg0R1SfLNk19Ydg?authuser=0&hl=fr&rclk=1,دكتور نفسي,4,francais,2025-07-06T15:19:47.888893,{},[],[]
Psychiatre Dr hadj btira,,,Psychiatre,Aourir,"Rue du Président Bekkay, Agadir 80000",,+212620-922609,,"3,6",20,Fermé ⋅ Ouvre à 10:00 lun.,30.4164442,-9.588962,https://www.google.com/maps/place/Psychiatre+Dr+hadj+btira/data=!4m7!3m6!1s0xdb3b7b07c2903c1:0xf346a8fbe1877ae9!8m2!3d30.4164442!4d-9.588962!16s%2Fg%2F11t3f2dzhn!19sChIJwQMpfLC3sw0R6XqH4fuoRvM?authuser=0&hl=fr&rclk=1,psychiatre,0,francais,2025-07-06T15:23:57.581627,{},[],[]
SOS Experts Urgences Aourir - مستعجلات اورير,مستعجلات اورير,,Service d'aide médicale urgente,Aourir,"Znagui à côté de la pharmacie bader, Rue, Awrir 80750",,+2125283-15059,,"4,9",21,Ouvert 24h/24,30.5017714,-9.6605746,https://www.google.com/maps/place/SOS+Experts+Urgences+Aourir+-+%D9%85%D8%B3%D8%AA%D8%B9%D8%AC%D9%84%D8%A7%D8%AA+%D8%A7%D9%88%D8%B1%D9%8A%D8%B1%E2%80%AD/data=!4m7!3m6!1s0xdb3b3d7a4b9b37f:0xc98b8b4aa6771738!8m2!3d30.5017714!4d-9.6605746!16s%2Fg%2F11vc9yh4z_!19sChIJf7O5pNezsw0ROBd3pkqLi8k?authuser=0&hl=fr&rclk=1,psychologue,0,arabe|francais,2025-07-06T15:24:46.951602,{},[],[]
Clinique Spécialisée Moulay Youssef - Dr. M'Hammed KHAOUA,,,Clinique ORL,Aourir,"Ave Moulay Youssef, Agadir 80000",,+212 5288-47555,,"4,1",20,Ouvert 24h/24,30.4270812,-9.5910594,https://www.google.com/maps/place/Clinique+Sp%C3%A9cialis%C3%A9e+Moulay+Youssef+-+Dr.+M%27Hammed+KHAOUA/data=!4m7!3m6!1s0xdb3b6f537f658dd:0x55245d86299d17f0!8m2!3d30.4270812!4d-9.5910594!16s%2Fg%2F1yg93kpm1!19sChIJ3Vj2N_W2sw0R8BedKYZdJFU?authuser=0&hl=fr&rclk=1,clinique psychiatrique,0,francais,2025-07-06T15:28:30.011776,{},[],[]
Cabinet Aourir de kinésithérapie - Aghroud Santé,,,Kinésithérapeute,Aourir,"HAY IGROUFOUFOULOUF, AOURIR, Agadir",,+212660-727571,https://www.google.com/url?q=https://www.aghroudsante.com/&opi=79508299&sa=U&ved=0ahUKEwiX4_rluKiOAxWhgf0HHdsgO6QQ61gIEigO&usg=AOvVaw2fnpGdF1icitnQTgFQ7J1h,"5,0",77,Fermé ⋅ Ouvre à 09:00 lun.,30.5056965,-9.6575642,https://www.google.com/maps/place/Cabinet+Aourir+de+kin%C3%A9sith%C3%A9rapie+-+Aghroud+Sant%C3%A9/data=!4m7!3m6!1s0xdb3b3e8e88f86f3:0xe016311788ff1441!8m2!3d30.5056965!4d-9.6575642!16s%2Fg%2F11hzn3wdck!19sChIJ84aP6Oizsw0RQRT_iBcxFuA?authuser=0&hl=fr&rclk=1,centre santé mentale,0,francais,2025-07-06T15:29:25.254619,{},[],[]
Urgences Aourir مستعجلات,مستعجلات,,Service d'aide médicale urgente,Aourir,"G83R+C5F Rue Aourir, Agadir",,+212661-668449,,"4,5",17,Ouvert 24h/24,30.503151,-9.6597596,https://www.google.com/maps/place/Urgences+Aourir+%D9%85%D8%B3%D8%AA%D8%B9%D8%AC%D9%84%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0xdb3b363b21be67d:0xf262bf4cdc3f1566!8m2!3d30.503151!4d-9.6597596!16s%2Fg%2F11k47_hdbp!19sChIJfeYbsmOzsw0RZhU_3Ey_YvI?authuser=0&hl=fr&rclk=1,centre réhabilitation,0,arabe|francais,2025-07-06T15:30:18.584480,{},[],[]
Cabinet de kinésithérapie et physiothérapie Doha Achaq,,,Kinésithérapeute,Aourir,"Aourir centre,1er étage,Route d'Essaouira en face de la commune Agadir, Aourir 80750",,+2125283-15789,,"5,0",19,Fermé ⋅ Ouvre à 09:00 lun.,30.49894,-9.6724911,https://www.google.com/maps/place/Cabinet+de+kin%C3%A9sith%C3%A9rapie+et+physioth%C3%A9rapie+Doha+Achaq/data=!4m7!3m6!1s0xdb3b3a4270603ab:0xb8023615e9989a08!8m2!3d30.49894!4d-9.6724911!16s%2Fg%2F11h8dvttts!19sChIJqwMGJ6Szsw0RCJqY6RU2Arg?authuser=0&hl=fr&rclk=1,thérapeute,0,francais,2025-07-06T15:31:05.822260,{},[],[]
Cabinet dentaire aourir,,,Médecin,Aourir,Aourir,,+2125283-14747,https://www.google.com/url?q=http://www.faceboock.com/dentistaourir&opi=79508299&sa=U&ved=0ahUKEwjykum_uaiOAxVjVaQEHdTrOucQ61gIESgN&usg=AOvVaw2QR3kAuxkIH08zQhT30GtL,"4,9",39,Fermé ⋅ Ouvre à 08:30 lun.,30.4967233,-9.6721664,https://www.google.com/maps/place/Cabinet+dentaire+aourir/data=!4m7!3m6!1s0xdb3b3040d9eb9bb:0x3ecd3a28e542f445!8m2!3d30.4967233!4d-9.6721664!16s%2Fg%2F11bwp2kymf!19sChIJu7meDQSzsw0RRfRC5Sg6zT4?authuser=0&hl=fr&rclk=1,طبيب نفسي,4,francais,2025-07-06T15:32:30.750453,{},[],[]
.,,,Service de santé mentale,Aourir,Agadir 80000,,,https://www.google.com/url?q=https://www.facebook.com/profile.php%3Fid%3D100093166325274&opi=79508299&sa=U&ved=0ahUKEwid4PKTuqiOAxXJ8LsIHSv2ALMQ61gICygI&usg=AOvVaw09Qbax2DcXNos97DqVJRTV,"1,0",1,Fermé ⋅ Ouvre à 00:00 lun.,30.4277626,-9.5982017,https://www.google.com/maps/place/data=!4m7!3m6!1s0xdb3b7489eafe6bd:0x1310531b7ebf6b49!8m2!3d30.4277626!4d-9.5982017!16s%2Fg%2F11kps20jlh!19sChIJveavnki3sw0RSWu_fhtTEBM?authuser=0&hl=fr&rclk=1,عيادة نفسية,0,,2025-07-06T15:35:28.410910,{},[],[]
Camping Aourir,,,"4,2 (383) ",Aourir,"5 Km after Aourir on the road (P1001) to, Imouzzer Ida Ou Tanane, Awrir 80000",,08085-01653,https://www.google.com/url?q=https://camping-aourir.com/&opi=79508299&sa=U&ved=0ahUKEwj198mruqiOAxXYnf0HHcQZFlAQ61gIEigO&usg=AOvVaw3qmlnmrtcmgblpdBEgYTjn,"4,2",383,,30.4947532,-9.6231923,https://www.google.com/maps/place/Camping+Aourir/data=!4m10!3m9!1s0xdb3b487e89d4871:0xb101b3e49d08cf60!5m2!4m1!1i2!8m2!3d30.4947532!4d-9.6231923!16s%2Fg%2F1tdchqtp!19sChIJcUid6Ie0sw0RYM8IneSzAbE?authuser=0&hl=fr&rclk=1,مركز الصحة النفسية,0,francais,2025-07-06T15:36:18.273890,{},[],[]
دكتورة ربيعة الصيفي نفسانية,دكتورة ربيعة الصيفي نفسانية,,Hôtel,Aourir,"CC74+GJW, Av. Hassan II, Agadir 80000",,+212677-610635,,"1,0",2,,30.4138687,-9.5934212,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D8%B1%D8%A8%D9%8A%D8%B9%D8%A9+%D8%A7%D9%84%D8%B5%D9%8A%D9%81%D9%8A+%D9%86%D9%81%D8%B3%D8%A7%D9%86%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xdb3b75a24acbb85:0xdd6b108ea6efec76!8m2!3d30.4138687!4d-9.5934212!16s%2Fg%2F11v5fzv3pt!19sChIJhbusJFq3sw0Rduzvpo4Qa90?authuser=0&hl=fr&rclk=1,طبيب نفساني,0,arabe|francais,2025-07-06T15:37:06.050067,{},[],[]
Docteur Soufiane Ouantrit,,,Psychologue,Aourir,"N° 299/Route Principale, Av Bir Anzarane/Près de Pharmacie Dcheira et à Côté de Magasin de Vêtements Nova Shop,Dcheira, Agadir",,+212707-010158,,"5,0",2,Ouvert ⋅ Ferme à 19:00,30.3713641,-9.5418718,https://www.google.com/maps/place/Docteur+Soufiane+Ouantrit/data=!4m7!3m6!1s0xdb3c9006177c747:0x60178c6b97cde558!8m2!3d30.3713641!4d-9.5418718!16s%2Fg%2F11x1bpn3v1!19sChIJR8d3YQDJsw0RWOXNl2uMF2A?authuser=0&hl=fr&rclk=1,معالج نفسي,0,francais,2025-07-06T15:37:57.966250,{},[],[]
مركز التأهيل المهني في فنون الصناعة التقليدية تاوريرت,مركز التأهيل المهني في فنون الصناعة التقليدية تاوريرت,,École,Aourir,"Lot, Taourirt",,+212660-439307,,"3,5",3,Fermé ⋅ Ouvre à 08:30 lun.,34.3983716,-2.8935028,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%AA%D8%A3%D9%87%D9%8A%D9%84+%D8%A7%D9%84%D9%85%D9%87%D9%86%D9%8A+%D9%81%D9%8A+%D9%81%D9%86%D9%88%D9%86+%D8%A7%D9%84%D8%B5%D9%86%D8%A7%D8%B9%D8%A9+%D8%A7%D9%84%D8%AA%D9%82%D9%84%D9%8A%D8%AF%D9%8A%D8%A9+%D8%AA%D8%A7%D9%88%D8%B1%D9%8A%D8%B1%D8%AA%E2%80%AD/data=!4m7!3m6!1s0xd9d632f6566e5c9:0x8daad045f478f89!8m2!3d34.3983716!4d-2.8935028!16s%2Fg%2F11h70rlsj2!19sChIJyeVmZS9jnQ0RiY9HXwSt2gg?authuser=0&hl=fr&rclk=1,مركز التأهيل,0,arabe|francais,2025-07-06T15:38:45.547949,{},[],[]
Aourir,,,,Aourir,,,,,"4,9",4,,30.498543,-9.6666718,https://www.google.com/maps/place/Aourir/data=!4m7!3m6!1s0xdb3b3123ce84f73:0x40adae16ef2174de!8m2!3d30.498543!4d-9.6666718!16s%2Fm%2F0h1f7lf!19sChIJc0_oPBKzsw0R3nQh7xaurUA?authuser=0&hl=fr&rclk=1,ⴰⵎⴰⵙⵙⴰⵏ ⵏ ⵓⵙⴰⵏ,0,francais,2025-07-06T15:39:37.203705,{},[],[]
Doctori,,,Services médicaux de proximité,Aourir,"3ème étage, Immeuble Marhaba, Ave du 29 Fevrier, Agadir 80000",,+212 5288-28778,https://www.google.com/url?q=https://www.doctori.ma/&opi=79508299&sa=U&ved=0ahUKEwiV-Oy2u6iOAxXygf0HHcwOAFEQ61gIFigS&usg=AOvVaw0W4MPy_upzii3GOyVuXPdo,"3,8",31,Ouvert 24h/24,30.42479,-9.5900197,https://www.google.com/maps/place/Doctori/data=!4m7!3m6!1s0xdb3b6f578a657f7:0x99bf20237c9fef7a!8m2!3d30.42479!4d-9.5900197!16s%2Fg%2F11hb5c77v9!19sChIJ91emePW2sw0Reu-ffCMgv5k?authuser=0&hl=fr&rclk=1,دكتور نفسي,0,francais,2025-07-06T15:41:11.088156,{},[],[]
0,,,"5,0 (1) Définitivement fermé",Aourir,"9GQ2+2J4 namir, Agadir 80650",,,,"5,0",1,Définitivement fermé,30.3875063,-9.4984175,https://www.google.com/maps/place/0/data=!4m7!3m6!1s0xdb3c96b0c60e0f5:0xb372102d9b3439c1!8m2!3d30.3875063!4d-9.4984175!16s%2Fg%2F11vb9fm3np!19sChIJ9eBgDGvJsw0RwTk0my0QcrM?authuser=0&hl=fr&rclk=1,مركز طبي نفسي,0,,2025-07-06T15:42:41.555709,{},[],[]
"Cabinet de Psychiatrie, Pédopsychiatrie & Électroencéphalographie Dr. Hafida Boujhir",,,Psychiatre,Arbaoua,"Avenue 20 août imm 89 app 4 , 1er étage, Ksar El-Kébir",,+2125399-06787,https://www.google.com/url?q=https://web.facebook.com/Cabinet-de-psychiatrie-DrHafida-Boujhir-%25D8%25B9%25D9%258A%25D8%25A7%25D8%25AF%25D8%25A9-%25D8%25A7%25D9%2584%25D8%25B7%25D8%25A8-%25D8%25A7%25D9%2584%25D9%2586%25D9%2581%25D8%25B3%25D9%258A-107686615404079&opi=79508299&sa=U&ved=0ahUKEwiBxP6HvKiOAxWs87sIHWpVLfMQ61gIEigO&usg=AOvVaw3hZ0QG2lWLXJBgTi45MkRZ,"5,0",2,Fermé ⋅ Ouvre à 10:00 lun.,34.9945163,-5.9022581,"https://www.google.com/maps/place/Cabinet+de+Psychiatrie,+P%C3%A9dopsychiatrie+%26+%C3%89lectroenc%C3%A9phalographie+Dr.+Hafida+Boujhir/data=!4m7!3m6!1s0xd0a4dbcc0518789:0x4274820dccfdce35!8m2!3d34.9945163!4d-5.9022581!16s%2Fg%2F11pz54q30t!19sChIJiYdRwLxNCg0RNc79zA2CdEI?authuser=0&hl=fr&rclk=1",psychiatre,0,francais,2025-07-06T15:44:01.479031,{},[],[]
Psychologue Rabat Agdal,,,Psychologue,Arbaoua,"Appartement 1, 54 Rue Tansift, Rabat 10000",,+212667-236365,https://www.google.com/url?q=https://www.psyconsult.ma/&opi=79508299&sa=U&ved=0ahUKEwjw9cGfvKiOAxVDgf0HHb2YKvMQ61gIFCgQ&usg=AOvVaw3Zi0uePgyAF4-snhC0bsjz,"4,7",27,Ouvert ⋅ Ferme à 20:30,34.000696,-6.8473827,https://www.google.com/maps/place/Psychologue+Rabat+Agdal/data=!4m7!3m6!1s0xda76dca94e4de1d:0x8d4693a3b6fb875b!8m2!3d34.000696!4d-6.8473827!16s%2Fg%2F11y1_2ls9g!19sChIJHd7klMptpw0RW4f7tqOTRo0?authuser=0&hl=fr&rclk=1,psychologue,0,francais,2025-07-06T15:44:48.619408,{},[],[]
Centre d’addictologie Kénitra,,,Centre médical,Arbaoua,"6CW9+5PW, Unnamed Road, Kénitra",,+212722-602949,,"4,4",7,Fermé ⋅ Ouvre à 08:30 lun.,34.2454769,-6.5806789,https://www.google.com/maps/place/Centre+d%E2%80%99addictologie+K%C3%A9nitra/data=!4m7!3m6!1s0xda75911a01723fd:0x282c5756ba75909a!8m2!3d34.2454769!4d-6.5806789!16s%2Fg%2F11fptz7kc8!19sChIJ_SMXoBFZpw0RmpB1ulZXLCg?authuser=0&hl=fr&rclk=1,centre addictologie,3,francais,2025-07-06T15:45:36.378281,{},[],[]
Arbaoua Hospital,,,Hôpital,Arbaoua,"W36F+8R7 مستشفى, P4208, Arbaoua",مستشفى,,,"1,5",2,,34.9113351,-5.92825,https://www.google.com/maps/place/Arbaoua+Hospital/data=!4m7!3m6!1s0xd0a4f972c2b7acd:0x3bbd969b8cbefd2a!8m2!3d34.9113351!4d-5.92825!16s%2Fg%2F11g9qfcnzp!19sChIJzXorLJdPCg0RKv2-jJuWvTs?authuser=0&hl=fr&rclk=1,hôpital psychiatrique,0,francais,2025-07-06T15:47:09.099126,{},[],[]
Cabinet de Psychiatrie & Psychothérapie Dr EL KEBIR Hanane - Kénitra,,,Psychiatre,Arbaoua,"359, Avenue Mohamed V la grande résidence Immeuble metropole Bureau 28 4ème، étg, Kenitra 14000",،,+2125373-63345,,"4,4",79,Fermé ⋅ Ouvre à 09:00 lun.,34.2608769,-6.5807231,https://www.google.com/maps/place/Cabinet+de+Psychiatrie+%26+Psychoth%C3%A9rapie+Dr+EL+KEBIR+Hanane+-+K%C3%A9nitra/data=!4m7!3m6!1s0xda759e19933b1f3:0x9ccfc14fc6b353ed!8m2!3d34.2608769!4d-6.5807231!16s%2Fg%2F11c34db5l0!19sChIJ87EzmeFZpw0R7VOzxk_Bz5w?authuser=0&hl=fr&rclk=1,centre santé mentale,0,francais,2025-07-06T15:48:35.522720,{},[],[]
Cabinet de Thérapie holistique - Psychothérapie - El Azizi Hakima,,,Psychothérapeute,Arbaoua,"Imm. 1, Appt. 3, Mahaj Riad, Secteur 9, Hay Riad, Rabat 10000",,+212664-165007,,"4,7",3,Fermé ⋅ Ouvre à 10:00 lun.,33.9603302,-6.8682362,https://www.google.com/maps/place/Cabinet+de+Th%C3%A9rapie+holistique+-+Psychoth%C3%A9rapie+-+El+Azizi+Hakima/data=!4m7!3m6!1s0xda7132d6958cf29:0xd4fff9b66b5424df!8m2!3d33.9603302!4d-6.8682362!16s%2Fg%2F11bxdt9wsx!19sChIJKc9YaS0Tpw0R3yRUa7b5_9Q?authuser=0&hl=fr&rclk=1,thérapeute,0,francais,2025-07-06T15:50:47.527014,{},[],[]
Cabinet Medical d'Addictologie,,,Service de santé mentale,Arbaoua,"Porte 3, 44 Av. de France, Rabat 10100",,+212665-620142,,"5,0",1,Fermé ⋅ Ouvre à 09:30 lun.,33.997236,-6.8497414,https://www.google.com/maps/place/Cabinet+Medical+d%27Addictologie/data=!4m7!3m6!1s0xda76d76952b8087:0x73ad3025d9f31acc!8m2!3d33.997236!4d-6.8497414!16s%2Fg%2F11qq6jsd08!19sChIJh4ArlXZtpw0RzBrz2SUwrXM?authuser=0&hl=fr&rclk=1,addictologue,0,francais,2025-07-06T15:51:39.209218,{},[],[]
"Dr. Aasmae BOUMEDIANE - Médecin Psychothérapeute. TCC, EMDR, Bilans neuropsychologiques,enfants et femmes د.عصماء بومديان",د عصماء بومديان,,Psychothérapeute,Arbaoua,"appt 518, Résidence ESSAADA, angle avenue Med 5 et Hassan 2 Imm 5, 4 ème étage, Rabat 10090",,+212672-494378,https://www.google.com/url?q=https://www.facebook.com/dr.aasmae.boumediane%3Fmibextid%3DD4KYlr&opi=79508299&sa=U&ved=0ahUKEwj9rsXfvqiOAxW3nf0HHbSeGfgQ61gIEigO&usg=AOvVaw1k9VSKB9dxO0OmX9C8mhfr,"5,0",68,Fermé ⋅ Ouvre à 10:00 lun.,34.0215643,-6.8381986,"https://www.google.com/maps/place/Dr.+Aasmae+BOUMEDIANE+-+M%C3%A9decin+Psychoth%C3%A9rapeute.+TCC,+EMDR,+Bilans+neuropsychologiques,enfants+et+femmes+%D8%AF.%D8%B9%D8%B5%D9%85%D8%A7%D8%A1+%D8%A8%D9%88%D9%85%D8%AF%D9%8A%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0xda76d3b0c38b78f:0xb69cc27ab7a56153!8m2!3d34.0215643!4d-6.8381986!16s%2Fg%2F11m_k3fdn9!19sChIJj7c4DDttpw0RU2Glt3rCnLY?authuser=0&hl=fr&rclk=1",عيادة نفسية,0,arabe|francais,2025-07-06T15:55:59.559391,{},[],[]
"Psychiatre, psychothérapeute cabinet Dr CHARAHA Samira",,,Psychiatre,Arbaoua,"3eme étage، 413 Avenue Mohamed V, n°8, Kenitra 14000",،,+2125373-07237,https://www.google.com/url?q=https://www.facebook.com/Cabinet-De-Psychiatrie-1903781509655563/&opi=79508299&sa=U&ved=0ahUKEwj7xdeIv6iOAxV98LsIHeihEF4Q61gIFCgQ&usg=AOvVaw2KO40XcX86C5xWxNeSfj2g,"4,5",86,Fermé ⋅ Ouvre à 09:00 lun.,34.2596938,-6.5841527,"https://www.google.com/maps/place/Psychiatre,+psychoth%C3%A9rapeute+cabinet+Dr+CHARAHA+Samira/data=!4m7!3m6!1s0xda75966651adfe7:0x8d02e41c4ef82d2b!8m2!3d34.2596938!4d-6.5841527!16s%2Fg%2F11f7hhfd7v!19sChIJ598aZWZZpw0RKy34ThzkAo0?authuser=0&hl=fr&rclk=1",طبيب نفساني,0,francais,2025-07-06T15:57:29.022586,{},[],[]
psychiatre psychothérapeute dr ennakr Imane.النقر ايمان طبيبة نفسانية,النقر ايمان طبيبة نفسانية,,Psychothérapeute,Arbaoua,"129, 129 Av. Mohamed Diouri, Kénitra 14000",,+212530-205150,,"5,0",23,Fermé ⋅ Ouvre à 09:00 lun.,34.2583135,-6.5833217,https://www.google.com/maps/place/psychiatre+psychoth%C3%A9rapeute+dr+ennakr+Imane.%D8%A7%D9%84%D9%86%D9%82%D8%B1+%D8%A7%D9%8A%D9%85%D8%A7%D9%86+%D8%B7%D8%A8%D9%8A%D8%A8%D8%A9+%D9%86%D9%81%D8%B3%D8%A7%D9%86%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xda759fe196645dd:0xb08c8430f7501e87!8m2!3d34.2583135!4d-6.5833217!16s%2Fg%2F11l2x_9nt3!19sChIJ3UVmGf5Zpw0Rhx5Q9zCEjLA?authuser=0&hl=fr&rclk=1,معالج نفسي,0,arabe|francais,2025-07-06T15:58:14.468968,{},[],[]
مركز التاهيل الفلاحي,مركز التاهيل الفلاحي,,École d'agronomie,Arbaoua,"Route de rabat, Ksar El-Kébir 92150",,,,"3,0",2,,34.9815697,-5.9143319,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%AA%D8%A7%D9%87%D9%8A%D9%84+%D8%A7%D9%84%D9%81%D9%84%D8%A7%D8%AD%D9%8A%E2%80%AD/data=!4m7!3m6!1s0xd0a4f23096f16db:0x44103e2e3ba90d3e!8m2!3d34.9815697!4d-5.9143319!16s%2Fg%2F11sdwwh3fp!19sChIJ2xZvCSNPCg0RPg2pOy4-EEQ?authuser=0&hl=fr&rclk=1,مركز التأهيل,0,arabe|francais,2025-07-06T15:59:05.576069,{},[],[]
Psychologue Karam EL FATOUAKI-Cabinet de Psychothérapie,,,Psychologue,Arbaoua,"Appt 18, 80 Av. Mohamed Diouri, Kénitra 14000",,+212661-214559,,"4,9",26,Fermé ⋅ Ouvre à 09:00 lun.,34.2602125,-6.5853425,https://www.google.com/maps/place/Psychologue+Karam+EL+FATOUAKI-Cabinet+de+Psychoth%C3%A9rapie/data=!4m7!3m6!1s0xda75941d1a1c345:0xb8963e4bcc755e67!8m2!3d34.2602125!4d-6.5853425!16s%2Fg%2F11h75_d4gh!19sChIJRcOh0UFZpw0RZ151zEs-lrg?authuser=0&hl=fr&rclk=1,دكتور نفسي,0,francais,2025-07-06T16:02:42.515029,{},[],[]
Clinique international Ksar El Kebir,,,Hôpital privé,Arbaoua,"طريق العرائش, Ksar el-Kebir 92150",طريق العرائش,+2125399-08561,,"3,2",26,Ouvert 24h/24,35.0077873,-5.9299164,https://www.google.com/maps/place/Clinique+international+Ksar+El+Kebir/data=!4m7!3m6!1s0xd0a4df24fc914a7:0x20b22b36d92631c2!8m2!3d35.0077873!4d-5.9299164!16s%2Fg%2F11v9_k7p_2!19sChIJpxTJT_JNCg0RwjEm2TYrsiA?authuser=0&hl=fr&rclk=1,مصحة نفسية,0,francais,2025-07-06T16:03:25.475190,{},[],[]
Cabinet Médical - Arfoud -,,,Médecin généraliste,Arfoud,"100 Bd Mohamed V, Erfoud 52200",,+212661-184491,,"4,0",4,Fermé ⋅ Ouvre à 08:30 lun.,31.4340119,-4.2323734,https://www.google.com/maps/place/Cabinet+M%C3%A9dical+-+Arfoud+-/data=!4m7!3m6!1s0xd9764cd44c59805:0x16db45c8a5976cd9!8m2!3d31.4340119!4d-4.2323734!16s%2Fg%2F1hg4zg2c0!19sChIJBZjFRM1klw0R2WyXpchF2xY?authuser=0&hl=fr&rclk=1,psychiatre,0,francais,2025-07-06T16:05:19.467247,{},[],[]
